Filename,Bounding Box Count,Class Count,Classes
train/0093.jpg,3,2,"General trash, Plastic"
train/0094.jpg,1,1,Plastic bag
train/0095.jpg,1,1,Paper
train/0096.jpg,7,1,Paper
train/0097.jpg,10,2,"Paper, Plastic bag"
train/0098.jpg,3,3,"General trash, Paper pack, Plastic bag"
train/0099.jpg,1,1,General trash
train/0100.jpg,1,1,Metal
train/0101.jpg,3,3,"Paper, Plastic, Plastic bag"
train/0102.jpg,1,1,Plastic bag
train/0103.jpg,10,3,"General trash, Paper, Plastic bag"
train/0104.jpg,1,1,Plastic bag
train/0105.jpg,1,1,Metal
train/0106.jpg,1,1,Plastic bag
train/0107.jpg,7,3,"General trash, Plastic, Plastic bag"
train/0108.jpg,22,5,"General trash, Paper, Paper pack, Plastic, Plastic bag"
train/0109.jpg,3,2,"General trash, Paper"
train/0110.jpg,4,3,"General trash, Paper, Plastic"
train/0111.jpg,1,1,General trash
train/0112.jpg,20,4,"General trash, Paper, Paper pack, Plastic bag"
train/0113.jpg,3,2,"Clothing, Glass"
train/0114.jpg,1,1,Metal
train/0115.jpg,2,2,"General trash, Plastic"
train/0116.jpg,7,3,"General trash, Plastic bag, Styrofoam"
train/0117.jpg,8,3,"Plastic, Plastic bag, Styrofoam"
train/0118.jpg,28,5,"General trash, Metal, Paper, Plastic, Plastic bag"
train/0119.jpg,3,2,"Paper, Plastic bag"
train/0120.jpg,1,1,Metal
train/0121.jpg,1,1,General trash
train/0122.jpg,6,4,"Glass, Paper, Plastic, Plastic bag"
train/0123.jpg,23,4,"General trash, Paper, Plastic, Plastic bag"
train/0124.jpg,2,2,"Paper, Plastic bag"
train/0125.jpg,4,2,"Paper pack, Plastic bag"
train/0126.jpg,1,1,Battery
train/0127.jpg,3,3,"General trash, Metal, Plastic bag"
train/0128.jpg,3,2,"Paper pack, Styrofoam"
train/0129.jpg,5,2,"General trash, Plastic bag"
train/0130.jpg,1,1,Glass
train/0131.jpg,13,2,"General trash, Paper"
train/0132.jpg,19,3,"General trash, Paper pack, Plastic bag"
train/0133.jpg,7,3,"Paper, Paper pack, Plastic bag"
train/0134.jpg,5,3,"General trash, Paper, Plastic"
train/0135.jpg,3,1,Plastic bag
train/0136.jpg,1,1,General trash
train/0137.jpg,2,2,"Paper, Styrofoam"
train/0138.jpg,7,4,"General trash, Metal, Paper, Paper pack"
train/0139.jpg,1,1,Clothing
train/0140.jpg,2,2,"Paper, Styrofoam"
train/0141.jpg,2,2,"Paper, Plastic"
train/0142.jpg,1,1,Paper
train/0143.jpg,11,2,"General trash, Glass"
train/0144.jpg,6,3,"General trash, Paper pack, Plastic bag"
train/0145.jpg,7,3,"Metal, Paper pack, Plastic"
train/0146.jpg,2,1,Metal
train/0147.jpg,5,2,"General trash, Plastic"
train/0148.jpg,1,1,Metal
train/0149.jpg,1,1,Plastic
train/0150.jpg,1,1,Plastic
train/0151.jpg,4,2,"General trash, Paper"
train/0152.jpg,9,6,"General trash, Glass, Paper pack, Plastic, Plastic bag, Styrofoam"
train/0153.jpg,1,1,General trash
train/0154.jpg,7,2,"General trash, Paper"
train/0155.jpg,4,2,"Paper, Plastic bag"
train/0156.jpg,1,1,Metal
train/0157.jpg,1,1,Metal
train/0158.jpg,1,1,Glass
train/0159.jpg,1,1,Plastic bag
train/0160.jpg,13,5,"General trash, Paper, Paper pack, Plastic, Plastic bag"
train/0161.jpg,12,2,"Paper, Plastic bag"
train/0162.jpg,3,3,"General trash, Paper, Plastic"
train/0163.jpg,1,1,Plastic
train/0164.jpg,3,2,"General trash, Metal"
train/0165.jpg,20,4,"General trash, Glass, Paper, Plastic"
train/0166.jpg,1,1,General trash
train/0167.jpg,3,3,"General trash, Paper pack, Plastic bag"
train/0168.jpg,31,4,"General trash, Metal, Paper, Plastic bag"
train/0169.jpg,1,1,Plastic
train/0170.jpg,7,6,"General trash, Metal, Paper, Plastic, Plastic bag, Styrofoam"
train/0171.jpg,1,1,Styrofoam
train/0172.jpg,13,4,"General trash, Paper, Plastic, Plastic bag"
train/0173.jpg,1,1,Clothing
train/0174.jpg,9,3,"Plastic, Plastic bag, Styrofoam"
train/0175.jpg,10,4,"Paper, Plastic, Plastic bag, Styrofoam"
train/0176.jpg,10,4,"General trash, Paper, Plastic, Plastic bag"
train/0177.jpg,6,2,"General trash, Paper"
train/0178.jpg,26,3,"General trash, Paper, Plastic bag"
train/0179.jpg,1,1,Glass
train/0180.jpg,1,1,Plastic bag
train/0181.jpg,6,5,"General trash, Paper, Paper pack, Plastic, Plastic bag"
train/0182.jpg,1,1,Plastic bag
train/0183.jpg,5,3,"General trash, Glass, Paper"
train/0184.jpg,7,4,"General trash, Metal, Plastic, Plastic bag"
train/0185.jpg,1,1,Glass
train/0186.jpg,3,3,"Metal, Plastic, Plastic bag"
train/0187.jpg,10,2,"General trash, Paper"
train/0188.jpg,1,1,Glass
train/0189.jpg,2,1,Plastic
train/0190.jpg,27,7,"General trash, Glass, Metal, Paper, Paper pack, Plastic, Plastic bag"
train/0191.jpg,1,1,General trash
train/0192.jpg,6,2,"Paper, Plastic"
train/0193.jpg,3,3,"General trash, Paper pack, Plastic bag"
train/0194.jpg,1,1,Plastic
train/0195.jpg,1,1,General trash
train/0196.jpg,1,1,General trash
train/0197.jpg,1,1,General trash
train/0198.jpg,1,1,Plastic bag
train/0199.jpg,1,1,Plastic bag
train/0200.jpg,9,3,"General trash, Plastic, Plastic bag"
train/0201.jpg,2,2,"Paper pack, Plastic bag"
train/0202.jpg,1,1,Paper
train/0203.jpg,5,3,"General trash, Paper, Plastic bag"
train/0204.jpg,1,1,Battery
train/0205.jpg,10,5,"General trash, Metal, Paper, Plastic, Plastic bag"
train/0206.jpg,1,1,Paper pack
train/0207.jpg,3,3,"General trash, Plastic, Plastic bag"
train/0208.jpg,3,3,"General trash, Paper, Plastic"
train/0209.jpg,11,4,"General trash, Paper, Plastic, Plastic bag"
train/0210.jpg,3,2,"Glass, Plastic bag"
train/0211.jpg,2,2,"Paper, Plastic bag"
train/0212.jpg,1,1,Plastic bag
train/0213.jpg,4,1,Plastic bag
train/0214.jpg,1,1,General trash
train/0215.jpg,1,1,General trash
train/0216.jpg,2,2,"Paper, Plastic bag"
train/0217.jpg,1,1,Paper
train/0218.jpg,2,2,"General trash, Glass"
train/0219.jpg,1,1,Plastic bag
train/0220.jpg,21,5,"General trash, Metal, Paper, Plastic, Plastic bag"
train/0221.jpg,28,6,"General trash, Glass, Metal, Paper, Plastic, Plastic bag"
train/0222.jpg,1,1,Plastic
train/0223.jpg,1,1,Metal
train/0224.jpg,6,1,General trash
train/0225.jpg,2,1,Plastic bag
train/0226.jpg,1,1,Plastic
train/0227.jpg,7,4,"General trash, Paper, Plastic, Plastic bag"
train/0228.jpg,24,4,"General trash, Paper, Paper pack, Plastic bag"
train/0229.jpg,12,4,"General trash, Paper, Plastic bag, Styrofoam"
train/0230.jpg,10,3,"General trash, Paper, Plastic"
train/0231.jpg,1,1,Plastic
train/0232.jpg,8,2,"Plastic, Plastic bag"
train/0233.jpg,2,2,"Metal, Plastic bag"
train/0234.jpg,2,2,"General trash, Plastic"
train/0235.jpg,12,4,"General trash, Glass, Paper, Plastic bag"
train/0236.jpg,2,1,Metal
train/0237.jpg,5,3,"General trash, Plastic bag, Styrofoam"
train/0238.jpg,4,4,"Clothing, General trash, Plastic, Plastic bag"
train/0239.jpg,23,3,"General trash, Paper, Plastic bag"
train/0240.jpg,2,2,"Plastic, Plastic bag"
train/0241.jpg,1,1,Plastic
train/0242.jpg,1,1,General trash
train/0243.jpg,1,1,Plastic bag
train/0244.jpg,1,1,Plastic bag
train/0245.jpg,7,4,"General trash, Paper, Plastic, Plastic bag"
train/0246.jpg,3,1,Plastic bag
train/0247.jpg,12,4,"General trash, Paper, Plastic, Plastic bag"
train/0248.jpg,5,3,"General trash, Paper, Plastic bag"
train/0249.jpg,1,1,Clothing
train/0250.jpg,20,5,"General trash, Metal, Paper, Plastic, Plastic bag"
train/0251.jpg,4,3,"General trash, Plastic, Plastic bag"
train/0252.jpg,15,5,"General trash, Paper, Paper pack, Plastic bag, Styrofoam"
train/0253.jpg,9,3,"Paper pack, Plastic, Plastic bag"
train/0254.jpg,1,1,Paper
train/0255.jpg,1,1,General trash
train/0256.jpg,7,3,"General trash, Paper, Plastic bag"
train/0257.jpg,10,3,"General trash, Paper, Plastic"
train/0258.jpg,2,1,Plastic bag
train/0259.jpg,1,1,Metal
train/0260.jpg,13,5,"General trash, Paper, Paper pack, Plastic, Plastic bag"
train/0261.jpg,4,1,Styrofoam
train/0262.jpg,1,1,General trash
train/0263.jpg,12,1,Paper
train/0264.jpg,1,1,Paper
train/0265.jpg,1,1,Metal
train/0266.jpg,2,1,Paper
train/0267.jpg,4,2,"Paper, Plastic bag"
train/0268.jpg,5,3,"General trash, Paper, Plastic bag"
train/0269.jpg,1,1,General trash
train/0270.jpg,7,1,Paper
train/0271.jpg,2,2,"Plastic, Plastic bag"
train/0272.jpg,34,3,"Glass, Paper, Plastic bag"
train/0273.jpg,1,1,Plastic bag
train/0274.jpg,2,1,General trash
train/0275.jpg,10,2,"General trash, Paper"
train/0276.jpg,4,2,"Paper, Styrofoam"
train/0277.jpg,6,3,"General trash, Metal, Plastic bag"
train/0278.jpg,1,1,General trash
train/0279.jpg,1,1,Clothing
train/0280.jpg,4,2,"General trash, Plastic bag"
train/0281.jpg,1,1,Paper
train/0282.jpg,3,2,"Paper, Plastic bag"
train/0283.jpg,1,1,General trash
train/0284.jpg,7,3,"General trash, Paper, Plastic"
train/0285.jpg,2,1,Plastic bag
train/0286.jpg,1,1,Paper
train/0287.jpg,1,1,Plastic bag
train/0288.jpg,1,1,Metal
train/0289.jpg,1,1,Plastic bag
train/0290.jpg,1,1,Metal
train/0291.jpg,9,1,Battery
train/0292.jpg,2,2,"General trash, Paper"
train/0293.jpg,6,3,"General trash, Paper pack, Plastic"
train/0294.jpg,3,3,"General trash, Paper pack, Plastic bag"
train/0295.jpg,2,2,"General trash, Plastic"
train/0296.jpg,11,3,"Paper, Plastic bag, Styrofoam"
train/0297.jpg,1,1,Plastic bag
train/0298.jpg,7,3,"General trash, Plastic, Plastic bag"
train/0299.jpg,18,3,"Paper, Plastic bag, Styrofoam"
train/0300.jpg,9,3,"General trash, Paper, Plastic bag"
train/0301.jpg,1,1,General trash
train/0302.jpg,1,1,General trash
train/0303.jpg,3,2,"General trash, Plastic bag"
train/0304.jpg,1,1,Glass
train/0305.jpg,10,3,"General trash, Metal, Plastic"
train/0306.jpg,5,2,"General trash, Paper"
train/0307.jpg,14,5,"General trash, Metal, Paper, Plastic, Plastic bag"
train/0308.jpg,1,1,Plastic bag
train/0309.jpg,2,2,"Glass, Plastic"
train/0310.jpg,5,4,"General trash, Paper, Plastic, Plastic bag"
train/0311.jpg,11,5,"General trash, Paper, Paper pack, Plastic, Plastic bag"
train/0312.jpg,7,2,"Paper, Plastic"
train/0313.jpg,6,2,"General trash, Plastic"
train/0314.jpg,5,3,"General trash, Plastic, Plastic bag"
train/0315.jpg,2,1,Plastic bag
train/0316.jpg,5,3,"General trash, Paper, Plastic bag"
train/0317.jpg,2,2,"General trash, Plastic"
train/0318.jpg,1,1,General trash
train/0319.jpg,3,1,Battery
train/0320.jpg,1,1,Plastic
train/0321.jpg,30,3,"General trash, Glass, Plastic"
train/0322.jpg,1,1,Plastic bag
train/0323.jpg,7,1,Plastic bag
train/0324.jpg,8,3,"General trash, Plastic, Plastic bag"
train/0325.jpg,3,2,"Paper, Styrofoam"
train/0326.jpg,1,1,General trash
train/0327.jpg,2,1,Paper
train/0328.jpg,2,2,"General trash, Plastic"
train/0329.jpg,1,1,General trash
train/0330.jpg,1,1,Styrofoam
train/0331.jpg,3,3,"General trash, Paper, Plastic bag"
train/0332.jpg,1,1,General trash
train/0333.jpg,1,1,Plastic
train/0334.jpg,8,4,"General trash, Paper, Paper pack, Plastic"
train/0335.jpg,1,1,Plastic bag
train/0336.jpg,4,1,Styrofoam
train/0337.jpg,1,1,Paper pack
train/0338.jpg,2,2,"General trash, Plastic bag"
train/0339.jpg,1,1,Plastic
train/0340.jpg,1,1,Plastic bag
train/0341.jpg,1,1,General trash
train/0342.jpg,2,2,"Paper, Plastic"
train/0343.jpg,1,1,Paper pack
train/0344.jpg,2,2,"General trash, Paper pack"
train/0345.jpg,1,1,Glass
train/0346.jpg,1,1,General trash
train/0347.jpg,4,3,"Clothing, General trash, Plastic"
train/0348.jpg,1,1,Paper
train/0349.jpg,1,1,Metal
train/0350.jpg,4,2,"General trash, Metal"
train/0351.jpg,1,1,Plastic bag
train/0352.jpg,33,6,"General trash, Paper, Paper pack, Plastic, Plastic bag, Styrofoam"
train/0353.jpg,3,2,"General trash, Plastic bag"
train/0354.jpg,9,5,"General trash, Metal, Plastic, Plastic bag, Styrofoam"
train/0355.jpg,5,3,"General trash, Paper, Plastic"
train/0356.jpg,4,2,"General trash, Paper"
train/0357.jpg,7,3,"General trash, Paper pack, Plastic bag"
train/0358.jpg,8,2,"General trash, Paper"
train/0359.jpg,2,2,"General trash, Paper"
train/0360.jpg,1,1,Paper pack
train/0361.jpg,1,1,Paper
train/0362.jpg,6,2,"General trash, Plastic bag"
train/0363.jpg,1,1,General trash
train/0364.jpg,1,1,General trash
train/0365.jpg,9,4,"General trash, Metal, Paper, Plastic"
train/0366.jpg,1,1,Metal
train/0367.jpg,3,2,"General trash, Plastic bag"
train/0368.jpg,1,1,Plastic bag
train/0369.jpg,7,1,Paper
train/0370.jpg,6,1,Paper
train/0371.jpg,1,1,Plastic bag
train/0372.jpg,9,2,"Paper, Plastic bag"
train/0373.jpg,1,1,General trash
train/0374.jpg,1,1,General trash
train/0375.jpg,1,1,Plastic bag
train/0376.jpg,4,3,"General trash, Paper, Plastic bag"
train/0377.jpg,2,2,"Plastic, Plastic bag"
train/0378.jpg,2,1,Plastic bag
train/0379.jpg,5,1,Paper
train/0380.jpg,2,2,"Metal, Paper"
train/0381.jpg,2,2,"Plastic, Plastic bag"
train/0382.jpg,1,1,Paper
train/0383.jpg,2,2,"General trash, Paper"
train/0384.jpg,38,6,"General trash, Glass, Paper, Plastic, Plastic bag, Styrofoam"
train/0385.jpg,4,3,"General trash, Paper, Styrofoam"
train/0386.jpg,6,3,"General trash, Plastic bag, Styrofoam"
train/0387.jpg,3,2,"Paper, Plastic bag"
train/0388.jpg,4,1,Clothing
train/0389.jpg,29,5,"General trash, Paper, Paper pack, Plastic, Plastic bag"
train/0390.jpg,1,1,Plastic bag
train/0391.jpg,12,5,"General trash, Glass, Paper, Paper pack, Plastic"
train/0392.jpg,2,2,"Paper pack, Plastic"
train/0393.jpg,1,1,Plastic
train/0394.jpg,48,2,"Metal, Plastic"
train/0395.jpg,1,1,Plastic
train/0396.jpg,2,1,Paper
train/0397.jpg,2,1,Metal
train/0398.jpg,6,4,"General trash, Paper, Plastic, Plastic bag"
train/0399.jpg,4,2,"Paper, Plastic bag"
train/0400.jpg,2,2,"General trash, Paper"
train/0401.jpg,1,1,General trash
train/0402.jpg,25,5,"General trash, Paper, Paper pack, Plastic, Plastic bag"
train/0403.jpg,3,2,"General trash, Paper"
train/0404.jpg,3,2,"General trash, Styrofoam"
train/0405.jpg,2,2,"Paper, Plastic bag"
train/0406.jpg,1,1,General trash
train/0407.jpg,2,2,"Plastic, Plastic bag"
train/0408.jpg,11,2,"General trash, Plastic bag"
train/0409.jpg,5,3,"Metal, Paper, Plastic bag"
train/0410.jpg,1,1,General trash
train/0411.jpg,1,1,Glass
train/0412.jpg,1,1,Paper pack
train/0413.jpg,2,1,Paper
train/0414.jpg,6,1,Paper
train/0415.jpg,5,5,"General trash, Metal, Paper, Paper pack, Plastic"
train/0416.jpg,1,1,Plastic
train/0417.jpg,17,2,"General trash, Styrofoam"
train/0418.jpg,1,1,Paper pack
train/0419.jpg,3,2,"General trash, Plastic bag"
train/0420.jpg,1,1,General trash
train/0421.jpg,1,1,Plastic bag
train/0422.jpg,5,3,"General trash, Paper, Plastic bag"
train/0423.jpg,3,2,"Plastic, Plastic bag"
train/0424.jpg,7,3,"General trash, Paper, Plastic bag"
train/0425.jpg,1,1,Metal
train/0426.jpg,1,1,Paper pack
train/0427.jpg,2,1,General trash
train/0428.jpg,3,3,"Paper, Plastic, Plastic bag"
train/0429.jpg,1,1,General trash
train/0430.jpg,1,1,Plastic
train/0431.jpg,4,2,"Paper, Plastic bag"
train/0432.jpg,1,1,Plastic
train/0433.jpg,1,1,Metal
train/0434.jpg,1,1,Metal
train/0435.jpg,1,1,Styrofoam
train/0436.jpg,1,1,Plastic
train/0437.jpg,5,2,"Plastic, Plastic bag"
train/0438.jpg,2,1,General trash
train/0439.jpg,2,1,Metal
train/0440.jpg,1,1,Plastic bag
train/0441.jpg,10,4,"General trash, Paper, Plastic bag, Styrofoam"
train/0442.jpg,11,3,"General trash, Glass, Paper"
train/0443.jpg,3,2,"Paper, Paper pack"
train/0444.jpg,2,2,"Clothing, General trash"
train/0445.jpg,5,2,"General trash, Plastic"
train/0446.jpg,1,1,General trash
train/0447.jpg,1,1,General trash
train/0448.jpg,2,2,"General trash, Plastic bag"
train/0449.jpg,14,5,"Battery, General trash, Paper, Paper pack, Plastic bag"
train/0450.jpg,1,1,Plastic
train/0451.jpg,2,2,"General trash, Styrofoam"
train/0452.jpg,1,1,Plastic
train/0453.jpg,10,4,"General trash, Paper, Plastic, Plastic bag"
train/0454.jpg,1,1,Plastic
train/0455.jpg,2,1,Clothing
train/0456.jpg,7,2,"Plastic, Plastic bag"
train/0457.jpg,1,1,Metal
train/0458.jpg,1,1,Plastic bag
train/0459.jpg,2,1,General trash
train/0460.jpg,3,2,"Clothing, Plastic"
train/0461.jpg,5,1,Paper
train/0462.jpg,2,1,Clothing
train/0463.jpg,8,1,Paper
train/0464.jpg,3,2,"Plastic bag, Styrofoam"
train/0465.jpg,2,2,"Glass, Plastic"
train/0466.jpg,1,1,General trash
train/0467.jpg,1,1,Metal
train/0468.jpg,3,1,Paper
train/0469.jpg,12,6,"Clothing, Glass, Paper, Plastic, Plastic bag, Styrofoam"
train/0470.jpg,1,1,Plastic bag
train/0471.jpg,2,2,"General trash, Paper"
train/0472.jpg,1,1,Metal
train/0473.jpg,1,1,Paper pack
train/0474.jpg,9,3,"General trash, Paper, Plastic bag"
train/0475.jpg,1,1,Glass
train/0476.jpg,1,1,Glass
train/0477.jpg,1,1,Plastic bag
train/0478.jpg,2,1,Metal
train/0479.jpg,2,2,"Plastic bag, Styrofoam"
train/0480.jpg,2,2,"General trash, Paper pack"
train/0481.jpg,1,1,General trash
train/0482.jpg,2,2,"Paper, Plastic"
train/0483.jpg,2,2,"General trash, Metal"
train/0484.jpg,1,1,Paper
train/0485.jpg,6,2,"Plastic, Styrofoam"
train/0486.jpg,2,2,"General trash, Paper pack"
train/0487.jpg,3,3,"General trash, Metal, Plastic"
train/0488.jpg,3,1,Plastic
train/0489.jpg,15,4,"Paper, Paper pack, Plastic, Plastic bag"
train/0490.jpg,1,1,Plastic bag
train/0491.jpg,1,1,General trash
train/0492.jpg,3,1,Paper pack
train/0493.jpg,22,6,"General trash, Glass, Paper pack, Plastic, Plastic bag, Styrofoam"
train/0494.jpg,1,1,General trash
train/0495.jpg,1,1,Clothing
train/0496.jpg,1,1,General trash
train/0497.jpg,1,1,Clothing
train/0498.jpg,2,2,"General trash, Plastic bag"
train/0499.jpg,2,2,"Glass, Plastic bag"
train/0500.jpg,8,3,"General trash, Plastic, Plastic bag"
train/0501.jpg,1,1,Metal
train/0502.jpg,3,3,"Metal, Plastic, Plastic bag"
train/0503.jpg,2,2,"General trash, Styrofoam"
train/0504.jpg,4,2,"General trash, Paper"
train/0505.jpg,1,1,Paper
train/0506.jpg,1,1,General trash
train/0507.jpg,15,5,"General trash, Paper, Plastic, Plastic bag, Styrofoam"
train/0508.jpg,1,1,Metal
train/0509.jpg,2,2,"General trash, Plastic"
train/0510.jpg,3,3,"General trash, Paper, Paper pack"
train/0511.jpg,1,1,Metal
train/0512.jpg,1,1,General trash
train/0513.jpg,2,2,"General trash, Metal"
train/0514.jpg,1,1,Plastic bag
train/0515.jpg,6,2,"Clothing, Plastic bag"
train/0516.jpg,1,1,Metal
train/0517.jpg,9,4,"General trash, Paper, Plastic bag, Styrofoam"
train/0518.jpg,1,1,Paper
train/0519.jpg,2,2,"General trash, Plastic bag"
train/0520.jpg,2,2,"Paper pack, Plastic"
train/0521.jpg,6,3,"General trash, Paper, Plastic"
train/0522.jpg,2,2,"Paper, Plastic"
train/0523.jpg,7,2,"Paper, Plastic"
train/0524.jpg,1,1,Paper
train/0525.jpg,1,1,Plastic bag
train/0526.jpg,1,1,General trash
train/0527.jpg,2,2,"Metal, Paper"
train/0528.jpg,8,3,"General trash, Paper, Plastic bag"
train/0529.jpg,1,1,Plastic
train/0530.jpg,3,2,"General trash, Plastic"
train/0531.jpg,1,1,Clothing
train/0532.jpg,14,4,"General trash, Paper, Paper pack, Plastic bag"
train/0533.jpg,14,2,"General trash, Plastic bag"
train/0534.jpg,4,3,"General trash, Paper, Plastic"
train/0535.jpg,3,1,Plastic bag
train/0536.jpg,1,1,Plastic bag
train/0537.jpg,3,2,"Clothing, General trash"
train/0538.jpg,1,1,Plastic bag
train/0539.jpg,2,2,"Glass, Plastic bag"
train/0540.jpg,3,3,"Paper, Paper pack, Plastic"
train/0541.jpg,1,1,Plastic bag
train/0542.jpg,1,1,Paper pack
train/0543.jpg,8,3,"Metal, Paper, Plastic bag"
train/0544.jpg,2,1,Plastic bag
train/0545.jpg,1,1,Plastic bag
train/0546.jpg,7,3,"General trash, Metal, Plastic bag"
train/0547.jpg,2,1,Plastic bag
train/0548.jpg,1,1,Metal
train/0549.jpg,2,1,Plastic bag
train/0550.jpg,22,6,"General trash, Metal, Paper, Paper pack, Plastic, Plastic bag"
train/0551.jpg,2,1,General trash
train/0552.jpg,15,4,"General trash, Paper, Plastic bag, Styrofoam"
train/0553.jpg,2,1,Clothing
train/0554.jpg,4,3,"Paper, Plastic, Plastic bag"
train/0555.jpg,2,1,Battery
train/0556.jpg,2,2,"General trash, Paper"
train/0557.jpg,3,1,Battery
train/0558.jpg,8,3,"General trash, Metal, Paper"
train/0559.jpg,2,1,General trash
train/0560.jpg,19,4,"General trash, Paper, Plastic bag, Styrofoam"
train/0561.jpg,1,1,Glass
train/0562.jpg,3,1,Paper
train/0563.jpg,2,1,General trash
train/0564.jpg,4,2,"General trash, Paper"
train/0565.jpg,1,1,Paper
train/0566.jpg,16,3,"Paper, Plastic, Plastic bag"
train/0567.jpg,2,1,Plastic
train/0568.jpg,1,1,Plastic bag
train/0569.jpg,4,4,"General trash, Paper, Plastic bag, Styrofoam"
train/0570.jpg,1,1,Plastic bag
train/0571.jpg,5,3,"Metal, Paper, Plastic bag"
train/0572.jpg,3,3,"General trash, Paper pack, Plastic"
train/0573.jpg,1,1,Plastic bag
train/0574.jpg,3,2,"Clothing, Plastic bag"
train/0575.jpg,2,2,"General trash, Paper pack"
train/0576.jpg,7,2,"General trash, Paper"
train/0577.jpg,10,4,"General trash, Paper pack, Plastic, Plastic bag"
train/0578.jpg,1,1,Styrofoam
train/0579.jpg,6,3,"General trash, Plastic, Plastic bag"
train/0580.jpg,1,1,Plastic bag
